title,year,rating,genre,synopsis,sinopse_limpa,Cluster,sinopse_melhorada,sinopse_melhorada_limpa
A Malvada,1950,8.2,Drama,"Uma ingênua se insinua na vida de uma atriz de teatro, e de seu círculo de amigas de teatro.",ingenu insinu vid atriz teatr circul amig teatr,Cluster 1,"Uma jovem aparentemente ingénua consegue infiltrar‑se na vida da consagrada estrela de teatro Margo Channing e em seu círculo íntimo, tornando‑se protegida e gradualmente usurpando seu prestígio com manipulações calculadas; o filme de Joseph L. Mankiewicz explora, com ironia afiada, a ambição, a inveja e os bastidores implacáveis do teatro, apoiado em atuações memoráveis de Bette Davis, Anne Baxter e George Sanders que iluminam a corrosiva luta por fama e poder.",jov aparent ingenu conseg infiltrars vid consagr estrel teatr marg channing circul intim tornandos proteg grad usurp prestigi manipulaco calcul film joseph l mankiewicz expl iron afi ambica invej bast implaca teatr apoi atuaco memora bett davil ann baxt georg sand ilumin corros lut fam pod
Sangue Negro,2007,8.2,Drama,"Uma história sobre familia, religião, ódio e loucura, centrada na vida de um explorador de petróleo nos primeiros anos do negócio.",hist sobr famil religia odi louc centr vid explor petrole prim ano negoci,Cluster 1,"Sangue Negro acompanha a ascensão e a queda de Daniel Plainview, um ambicioso perfurador de petróleo no início do século XX, em uma fábula sobre família, religião, ambição e loucura. Dirigido por Paul Thomas Anderson e estrelado por Daniel Day‑Lewis, o filme explora a corrosiva busca por poder e riqueza, o conflito com o carismático pregador Eli Sunday, e a degradação moral que acompanha o sucesso, sustentado por imagens poderosas, trilha inquietante e uma interpretação central inesquecível.",sang negr acompanh ascensa qued daniel plainview ambici perfur petrole inici secul xx fabul sobr famil religia ambica louc dirig paul thom anderson estrel daniel daylewil film expl corros busc pod riqu conflit carisma preg eli sunday degradaca moral acompanh sucess sustent imag poder trilh inquiet interpretaca centr inesqueci
O Sexto Sentido,1999,8.2,"Drama, Mistério, Suspense",Um menino que consegue se comunicar com espíritos encontra ajuda de um psicólogo.,menin conseg comunic espirit encontr ajud psicolog,Cluster 2,"Dirigido por M. Night Shyamalan, O Sexto Sentido acompanha o pediatra infantil e psicólogo Dr. Malcolm Crowe (Bruce Willis), assombrado por um fracasso profissional, que passa a tratar o tímido Cole Sear (Haley Joel Osment), um menino aterrorizado por visões de espíritos. À medida que Crowe tenta decifrar a natureza dos dons de Cole, o filme constrói uma atmosfera de suspense e emoção, explorando culpa, perda e a busca por redenção até sua impactante conclusão.",dirig m night shyamalan sext sent acompanh pediatr infantil psicolog dr malcolm crow bruc willil assombr fracass profiss pass trat tim col se haley joel osment menin aterror viso espirit med crow tent decifr natur dom col film constro atmosf suspens emoca explor culp perd busc redenca ate impact conclusa
Ran,1985,8.2,"Ação, Drama, Guerra","No Japão medieval, um senhor feudal decide abdicar e entregar seus domínios aos seus três filhos. Mas ele não é capaz de ver que esses novos poderes irão corrompê-los e levá-los a enfrentar um ao outro, e contra ele.",japa mediev senh feud decid abdic entreg domini tre filh nao capaz ver nov pod ira corrompel leval enfrent outr contr,Cluster 3,"No Japão feudal, o senhor feudal Hidetora Ichimonji decide abdicar e dividir seus domínios entre três filhos, mas sua decisão desencadeia ambição, traição e guerra civil que o arrastam à ruína; dirigido por Akira Kurosawa e inspirado em King Lear de Shakespeare, o filme — estrelado por Tatsuya Nakadai — combina visuais monumentais, uso expressivo da cor, trilha de Tōru Takemitsu e batalhas épicas para explorar a fragilidade do poder, a loucura e o preço humano do conflito.",japa feud senh feud hide ichimonj decid abdic divid domini tre filh decisa desencade ambica traica guerr civil arrast ruin dirig akir kurosaw inspir king le shakespe film estrel tatsuy nakad combin visual monument uso express cor trilh toru takemitsu batalh epic explor fragil pod louc prec human conflit
Cassino,1995,8.2,Drama,"Uma história de ganância, dinheiro e assassinato acontece entre dois melhores amigos: um mafioso e um executivo de cassino, que competem uns com os outros por um império de jogo e pelo amor de uma socialite.",hist gananc dinh assassinat acontec doi melhor amig mafi execu cassin compet um outr imperi jog am socialit,Cluster 1,"Em ""Cassino"", dirigido por Martin Scorsese e baseado no livro de Nicholas Pileggi, a história acompanha Sam ""Ace"" Rothstein (Robert De Niro), um meticuloso gerente de cassino encarregado de gerir o Tangiers em Las Vegas nos anos 1970–80, e seu amigo de infância Nicky Santoro (Joe Pesci), um violento capo enviado pela máfia para proteger os interesses do crime organizado; ambos se envolvem em corrupção, extorsão e violência enquanto competem também pelo amor da instável Ginger McKenna (Sharon Stone), uma socialite ambiciosa cuja relação com Ace desencadeia ciúmes, decadência e tragédia que selam a ascensão e a queda do império do jogo.",cassin dirig martin scorses base livr nichol pilegg hist acompanh sam ace rothstein robert nir meticul gerent cassin encarreg ger tangi la veg ano 197080 amig infanc nicky santor joe pesc violent cap envi maf proteg inter crim organiz ambos envolv corrupca extorsa violenc enquant compet tamb am insta ging mckenn sharon ston socialit ambici cuj relaca ace desencade cium decadenc traged sel ascensa qued imperi jog
Top Gun: Maverick,2022,8.2,"Ação, Drama","Após mais de trinta anos de serviço como um dos melhores aviadores da Marinha, Pete Mitchell está onde pertence, ultrapassando os limites como um piloto de teste intrépido e evitando a promoção de posto que o manteria em terra.",apo trint ano serv melhor avi mar pet mitchell ond pertenc ultrapass limit pilot test intrep evit promoca post mant terr,Cluster 1,"Após mais de trinta anos como um dos maiores aviadores da Marinha, Pete ""Maverick"" Mitchell continua preferindo a cabine de um caça a uma mesa de oficiais, atuando como piloto de testes e recusando promoções que o prenderiam em terra; quando é convocado para treinar uma turma de graduados Top Gun numa missão quase impossível, ele enfrenta seu passado — especialmente a tensão com Bradley ""Rooster"" Bradshaw, filho de Goose — e precisa provar que ainda é capaz, conciliando dever, lealdade e legado sob a direção de Joseph Kosinski, em cenas aéreas intensas e realistas que valorizam a emoção e a camaradagem da franquia.",apo trint ano mai avi mar pet maverick mitchell continu prefer cabin cac mes ofic atu pilot test recus promoco prend terr convoc trein turm gradu top gun missa quas impossi enfrent pass espec tensa bradley roost bradshaw filh goos precis prov aind capaz concili dev lealdad leg sob direca joseph kosinsk cen aere intens real valoriz emoca camarad franqu
Onde os Fracos Não Têm Vez,2007,8.2,"Drama, Suspense",Violência e caos surgem quando um caçador se depara com uma negociação de drogas que deu errado e mais de dois milhões de dólares perto do Rio Grande.,violenc cao surg cac dep negociaca drog deu err doi milho dol pert rio grand,Cluster 2,"Quando Llewelyn Moss, um caçador texano, encontra ao acaso uma negociação de drogas fracassada e uma mala com mais de dois milhões de dólares perto do Rio Grande, desencadeia-se uma caçada implacável; perseguido pelo implacável assassino Anton Chigurh e observado pelo envelhecido xerife Ed Tom Bell, Moss tenta escapar entre violência, escolhas morais e sorte, numa narrativa tensa e filosófica dirigida pelos irmãos Coen e baseada no romance de Cormac McCarthy, que explora destino, brutalidade e o declínio de um mundo em mudança.",llewelyn mos cac texan encontr acas negociaca drog fracass mal doi milho dol pert rio grand desencadeias cac implaca persegu implaca assassin anton chigurh observ envelhec xerif ed tom bell mos tent escap violenc escolh moral sort narr tens filosof dirig irma coen base romanc cormac mccarthy expl destin brutal declini mund mudanc
O Enigma de Outro Mundo,1982,8.2,"Ficção científica, Mistério",Uma equipe de pesquisa na Antártica é caçada por um alienígena que muda de forma e assume a aparência de suas vítimas.,equip pesquis antar cac alienigen mud form assum aparenc vit,Cluster 0,"Num árido isolamento da Antártica, uma equipe de pesquisa americana vê sua rotina transformada em pesadelo quando desenterra um organismo extraterrestre capaz de imitar qualquer ser vivo; à medida que a criatura assume a aparência de suas vítimas, a paranoia se instala e a desconfiança entre os homens cresce, entrelaçando suspense, horror corporal e efeitos práticos chocantes. Dirigido por John Carpenter e estrelado por Kurt Russell, O Enigma de Outro Mundo explora medo, sobrevivência e identidade em um claustrofóbico jogo de suspeitas cujo final permanece inquietantemente ambíguo.",arid isol antar equip pesquis americ ve rotin transform pesadel desenterr organ extraterrestr capaz imit qualqu viv med criat assum aparenc vit parano instal desconfianc hom cresc entrelac suspens horr corpor efeit pra choc dirig john carpent estrel kurt russell enigm outr mund expl med sobrevivenc ident claustrofob jog suspeit cuj final permanec inquiet ambigu
Os Imperdoáveis,1992,8.2,Drama,"O atirador do Velho Oeste, William Munny, relutantemente aceita um último trabalho com a ajuda de seu antigo amigo e um jovem.",atir velh oest will munny relut aceit ult trabalh ajud antig amig jov,Cluster 1,"Em Os Imperdoáveis, dirigido e estrelado por Clint Eastwood, William Munny — um pistoleiro do Velho Oeste agora viúvo e tentando seguir a vida de fazendeiro — aceita relutantemente um último trabalho para capturar dois cowboys que desfiguraram uma prostituta em Big Whiskey; ele reúne o velho parceiro Ned Logan (Morgan Freeman) e o inexperiente “Schofield Kid”, e acaba confrontando a violência, a culpa e a lei personificada pelo implacável xerife Little Bill Daggett (Gene Hackman). Vencedor de Oscars, o filme questiona mito, redenção e consequências do passado.",imperdoa dirig estrel clint eastwood will munny pistol velh oest agor viuv tent segu vid fazend aceit relut ult trabalh captur doi cowboy desfigur prostitut big whiskey reun velh parc ned logan morgan freeman inexperi schofield kid acab confront violenc culp lei personific implaca xerif littl bill daggett gen hackman venc osc film quest mit redenca consequenc pass
O Labirinto do Fauno,2006,8.2,"Drama, Fantasia, Guerra","Na Espanha de 1944, a filha dum oficial do exército escapa a um mundo de fantasia.",espanh 1944 filh dum ofic exercit escap mund fantas,Cluster 3,"Na Espanha de 1944, Ofelia, filha de um oficial do exército franquista, muda-se com a mãe grávida para o posto do cruel Capitão Vidal, onde a brutalidade da repressão contrasta com um mundo de fantasia: atraída por um misterioso fauno, ela é convidada a cumprir três provas para provar sua origem real como princesa de um reino submerso. Entre contos fantásticos, criaturas inquietantes e a resistência dos guerrilheiros locais — com aliados como Mercedes e o médico — Ofelia enfrenta escolhas que entrelaçam violência, sacrifício e a perda da inocência.",espanh 1944 ofel filh ofic exercit franqu mudas mae grav post cruel capita vidal ond brutal repressa contrast mund fantas atra misteri faun convid cumpr tre prov prov orig real princes rein submers cont fantas criat inquiet resistenc guerrilh local ali merced medic ofel enfrent escolh entrelac violenc sacrifici perd inocenc
Kill Bill: Volume 1,2003,8.2,"Ação, Suspense","Depois de despertar de um coma de quatro anos, uma antiga assassina busca vingança contra o grupo de assassinos que a traiu.",despert com quatr ano antig assassin busc vinganc contr grup assassin tra,Cluster 0,"Depois de despertar de um coma de quatro anos, Beatrix Kiddo — a “Noiva” — parte em uma sangrenta jornada de vingança contra a Deadly Viper Assassination Squad e seu antigo líder, Bill; munida da katana forjada por Hattori Hanzō, ela persegue os membros que a traíram, enfrentando Vernita Green em um confronto doméstico, cruzando com a poderosa O-Ren Ishii em Tóquio e destruindo a escolta The Crazy 88 na icônica sequência do House of Blue Leaves, enquanto o filme de Quentin Tarantino mistura violência estilizada, trilha memorável e flashbacks (incluindo a animação da origem de O-Ren) para construir um épico moderno de vingança.",despert com quatr ano beatrix kidd noiv part sangrent jorn vinganc contr deadly vip assassination squad antig lid bill mun katan forj hattor hanz perseg membr tra enfrent vernit green confront domes cruz poder oren ishi toqui destru escolt the crazy 88 icon sequenc hous of blu leav enquant film quentin tarantin mist violenc estil trilh memora flashback inclu animaca orig oren constru epic modern vinganc
Uma Mente Brilhante,2001,8.2,"Biografia, Drama, Mistério",A vida do brilhante mas insociável matemático John Nash muda quando ele aceita um trabalho secreto em criptografia.,vid brilh insocia matema john nash mud aceit trabalh secret criptograf,Cluster 4,"A vida do brilhante, porém insociável, matemático John Nash muda quando, ainda jovem em Princeton, é convidado a trabalhar em um projeto secreto de criptografia para o governo, o que o lança em uma carreira marcada por genialidade acadêmica, isolamento e crescente paranoia; ao longo do filme acompanhamos sua luta com a esquizofrenia — manifestada por alucinações e delírios que ameaçam sua carreira e relacionamento — o amor e apoio de sua esposa Alicia, sua perseverança ao retomar o ensino e, por fim, o reconhecimento tardio com o Prêmio Nobel de Economia.",vid brilh por insocia matema john nash mud aind jov princeton convid trabalh projet secret criptograf govern lanc carr marc genial academ isol cresc parano long film acompanh lut esquizofren manifest alucinaco deliri ameac carr relacion am apoi esp alic perseveranc retom ensin fim reconhec tardi premi nobel econom
Os Suspeitos,2013,8.2,"Drama, Mistério, Suspense","Quando a filha de Keller Dover e sua amiguinha desaparecem, ele decide investigar o caso por sua conta enquanto a polícia segue múltiplas pistas e a pressão para resolver o caso aumenta.",filh kell dov amig desaparec decid investig cas cont enquant polic seg multipl pist pressa resolv cas aument,Cluster 2,"Na véspera do Dia de Ação de Graças, as filhas de Keller Dover (Hugh Jackman) e de uma família vizinha desaparecem sem deixar rastro; enquanto o metódico detetive Loki (Jake Gyllenhaal) conduz uma investigação policial repleta de pistas contraditórias, a angústia de Keller o empurra para uma busca implacável e pessoal pela verdade. Ao identificar um jovem suspeito ligado a uma van, Dover cruza limites morais ao tomar a justiça em suas mãos, em um thriller tenso sobre desespero, fé e as consequências devastadoras da vingança.",vesp dia aca grac filh kell dov hugh jackman famil vi desaparec deix rastr enquant metod detetiv lok jak gyllenha conduz investigaca polic replet pist contradit angust kell empurr busc implaca pessoal verdad identific jov suspeit lig van dov cruz limit moral tom jus mao thrill tens sobr desesper fe consequenc devast vinganc
O Tesouro da Sierra Madre,1948,8.2,"Aventura, Drama",Dois americanos em busca de trabalho no México convencem um homem a ajudá-los a extrair ouro nas montanhas da Serra Madre.,doi americ busc trabalh mexic convenc hom ajudal extra our montanh serr madr,Cluster 1,"Dois vagabundos americanos em busca de trabalho no México — Fred C. Dobbs e Bob Curtin — convencem o experiente e cínico velho Howard a ajudá‑los a garimpar ouro nas remotas montanhas da Sierra Madre; a princípio a expedição é uma luta pela sobrevivência e pela promessa de riqueza, mas logo a ganância, a desconfiança e a violência corroem a camaradagem, transformando o sonho em paranoia e tragédia. Dirigido por John Huston e baseado no romance de B. Traven, o filme, estrelado por Humphrey Bogart, Tim Holt e Walter Huston, é um clássico que explora moralidade, ambição e os custos humanos da avareza, premiado com Oscars e amplamente celebrado pela direção, roteiro e atuação.",doi vagabund americ busc trabalh mexic fred c dobb bob curtin convenc experi cinic velh howard ajudal garimp our remot montanh sierr madr principi expedica lut sobrevivenc promess riqu log gananc desconfianc violenc corro camarad transform sonh parano traged dirig john huston base romanc b traven film estrel humphrey bogart tim holt walt huston class expl moral ambica cust human avar premi osc ampl celebr direca rot atuaca
Procurando Nemo,2003,8.2,"Animação, Aventura, Comédia, Família","Quando seu filho é capturado, um peixe-palhaço tímido embarca em uma viagem para trazê-lo para casa.",filh captur peixepalhac tim embarc viag trazel cas,Cluster 5,"Quando seu filho Nemo é capturado por mergulhadores e parar em um aquário de consultório odontológico de Sydney, o superprotetor Marlin, um peixe-palhaço tímido, parte numa jornada angustiante pelo oceano para resgatá-lo; ao longo do caminho ele faz amizade com Dory, uma peixe azul de memória curta e espírito otimista, e enfrenta perigos reais — tubarões, águas-vivas, correntes marítimas e pescadores — enquanto encontra aliados como a gangue do aquário liderada por Gill, a tartaruga Crush e o alegre gaivota Nigel; entre aventura, humor e emoção, o filme explora coragem, paternidade e confiança até o emocionante reencontro entre pai e filho.",filh nem captur mergulh par aquari consultori odontolog sydney superprote marlin peixepalhac tim part jorn angusti ocean resgatal long caminh faz amizad dory peix azul memor curt espirit otim enfrent perig real tubaro aguasv corr marit pesc enquant encontr ali gangu aquari lider gill tartarug crush alegr gaivot nigel avent hum emoca film expl corag patern confianc ate emocion reencontr pai filh
"Yojimbo, o Guarda-Costas",1961,8.2,"Ação, Drama, Suspense",Um astuto ronin chega a uma cidade dividida por duas quadrilhas criminosas e decide se confrontar para libertar a cidade.,astut ronin cheg cidad divid dua quadrilh crimin decid confront libert cidad,Cluster 2,"Um astuto ronin sem nome (interpretado por Toshiro Mifune) chega a uma vila do Japão feudal dilacerada por duas quadrilhas rivais e, assumindo o papel de guarda-costas, manipula ambos os bandos com astúcia e violência calculada para desestabilizar seu domínio e libertar os habitantes oprimidos; dirigido por Akira Kurosawa, o filme mistura ação, humor negro e crítica social, explorando honra samurai, ambiguidade moral e brilhante mise‑en‑scène em sequências tensas que consolidaram Yojimbo como obra‑clássica influente no cinema mundial.",astut ronin nom interpret toshir mifun cheg vil japa feud dilacer dua quadrilh rival assum papel guardacost manipul ambos band astuc violenc calcul desestabil domini libert habit oprim dirig akir kurosaw film mist aca hum negr crit soc explor honr samur ambigu moral brilh miseenscen sequenc tens consolid yojimb obraclass influ cinem mund
O Castelo Animado,2004,8.2,"Animação, Aventura, Família, Fantasia",Uma jovem sem autoconfiança é amaldiçoada com um corpo envelhecido por uma bruxa odiosa. Sua única chance de quebrar o feitiço é um jovem feiticeiro em um castelo itinerante.,jov autoconfianc amaldico corp envelhec brux odi unic chanc quebr fei jov feitic castel itiner,Cluster 5,"Sophie, uma jovem tímida e insegura, é alvo da maldição da Bruxa do Desperdício que a transforma num corpo envelhecido; ao buscar refúgio, ela encontra o enigmático jovem feiticeiro Howl e seu castelo ambulante — lar do fogo-demônio Calcifer e do aprendiz Markl. Entre aventuras mágicas, um pano de fundo de guerra e encontros surpreendentes, Sophie embarca numa jornada de coragem, amor e autodescoberta que desafia aparências. Filme do Studio Ghibli dirigido por Hayao Miyazaki.",sophi jov tim inseg alv maldica brux desperdici transform corp envelhec busc refugi encontr enigma jov feitic howl castel ambul lar fogodemoni calcif aprendiz markl avent magic pan fund guerr encontr surpreend sophi embarc jorn corag am autodescobert desaf aparenc film studi ghibl dirig haya miyazak
O Melhor da Juventude,2003,8.4,"Drama, Romance","Um épico italiano que segue a vida de dois irmãos, das décadas de 1960 a 2000.",epic itali seg vid doi irma dec 1960 2000,Cluster 1,"Um épico íntimo e panorâmico dirigido por Marco Tullio Giordana, O Melhor da Juventude acompanha os irmãos Nicola (Luigi Lo Cascio) e Matteo (Alessio Boni) ao longo de quase quatro décadas, de 1966 a 2003, entre amores, escolhas e rupturas. Através de trajetórias pessoais — fricções familiares, paixões, carreiras e perdas — o filme entrelaça a vida dos protagonistas com as grandes transformações sociais e políticas da Itália contemporânea, incluindo os movimentos estudantis e a reforma psiquiátrica, oferecendo um retrato humano e emotivo da passagem do tempo.",epic intim panoram dirig marc tulli giord melhor juventud acompanh irma nicol luig lo casci matte alessi bon long quas quatr dec 1966 2003 am escolh rupt atrav trajet pessoal fricco famili paixo carr perd film entrelac vid protagon grand transformaco soc poli ital contemporane inclu mov estudantil reform psiquiatr oferec retrat human emot pass temp
Fugindo do Inferno,1963,8.2,"Aventura, Drama, Guerra, Suspense",Prisioneiros de guerra aliados planejam uma fuga maciça de um campo alemão durante a Segunda Guerra Mundial.,prision guerr ali planej fug macic camp alema dur segund guerr mund,Cluster 3,"Baseado no famoso livro de Paul Brickhill e inspirado na fuga real do campo de prisioneiros Stalag Luft III, Fugindo do Inferno (dirigido por John Sturges, 1963) narra como um grupo de oficiais aliados, cada um com habilidades e personalidades distintas, organiza uma audaciosa e meticulosa fuga coletiva durante a Segunda Guerra Mundial. Entre cenas de escavação de túneis, engenharia improvisada e riscos constantes com os guardas nazistas, o filme explora amizade, coragem e sacrifício — incluindo episódios memoráveis como a perseguição de motocicleta — sustentado por um elenco estrelado que inclui Steve McQueen, James Garner, Richard Attenborough, Charles Bronson e Donald Pleasence.",base fam livr paul brickhill inspir fug real camp prision stalag luft iii fug infern dirig john sturg 1963 narr grup ofic ali cad habil personal distint organiz audaci meticul fug cole dur segund guerr mund cen escavaca tunel engenh improvis risc const guard nazist film expl amizad corag sacrifici inclu episodi memora perseguica motociclet sustent elenc estrel inclu stev mcqueen jam garn richard attenborough charl bronson donald pleasenc
Monty Python em Busca do Cálice Sagrado,1975,8.2,"Aventura, Comédia, Fantasia","O Rei Arthur e seus Cavaleiros da Távola Redonda embarcam em uma busca surrealista e de baixo orçamento pelo Santo Graal, encontrando múltiplos obstáculos estúpidos.",rei arthur caval tavol redond embarc busc surre baix orc sant graal encontr multipl obstacul estup,Cluster 5,"Em 1975, Monty Python em Busca do Cálice Sagrado acompanha o Rei Arthur e seus desajeitados Cavaleiros da Távola Redonda numa mistura de sátira medieval e humor nonsense assinada por Terry Gilliam e Terry Jones; em estrutura episódica, o filme zomba dos mitos arturianos com cenas icônicas — o Coelho Assassino, o Cavaleiro Negro, os Cavaleiros que Dizem “Ni” e o Guarda da Ponte — e soluções de baixo orçamento, como o som de cascos feito com cocos, mantendo um humor absurdo que subverte tradições e influenciou gerações de comédia.",1975 monty python busc calic sagr acompanh rei arthur desajeit caval tavol redond mist sat mediev hum nonsens assin terry gill terry jon estrut episod film zomb mit arturi cen icon coelh assassin caval negr caval diz ni guard pont soluco baix orc som casc feit coc mant hum absurd subvert tradico influenci geraco comed
O Homem Elefante,1980,8.2,"Biografia, Drama","Um cirurgião vitoriano resgata um homem gravemente desfigurado que é maltratado enquanto tenta sobreviver como uma atração de circo. Por trás de sua aparência monstruosa, revela-se uma pessoa de bondade, inteligência e sofisticação.",cirurgia vitori resgat hom grav desfigur maltrat enquant tent sobreviv atraca circ tra aparenc monstr revelas pesso bondad inteligenc sofisticaca,Cluster 4,"Nossocento vitoriano: o cirurgião Dr. Frederick Treves (Anthony Hopkins) resgata John Merrick (John Hurt), um homem gravemente desfigurado explorado como atração de circo, e o leva para o hospital, onde sua aparência chocante cede lugar a traços de sensibilidade, inteligência e refinamento. Dirigido por David Lynch, com fotografia em preto e branco de Freddie Francis e produção de Mel Brooks, O Homem Elefante é um retrato comovente e austero sobre dignidade, compaixão e a crueldade social que transforma um indivíduo em monstro aos olhos da sociedade, expondo também a exploração midiática e a solidão humana.",nossocent vitori cirurgia dr frederick trev anthony hopkim resgat john merrick john hurt hom grav desfigur explor atraca circ lev hospit ond aparenc choc ced lug trac sensibil inteligenc refin dirig david lynch fotograf pret branc freddi francil produca mel brook hom elefant retrat comov auster sobr dign compaixa crueldad soc transform individu monstr olh sociedad exp tamb exploraca midia solida human
Klaus,2019,8.2,"Animação, Aventura, Comédia, Família, Fantasia","Um simples ato de bondade sempre provoca outro, mesmo em um lugar gelado e distante. Quando o novo carteiro de Smeerensburg faz amizade com o fabricante de brinquedos Klaus, seus presentes derreteram uma antiga inimizade.",simpl ato bondad sempr provoc outr lug gel dist nov cart smeerensburg faz amizad fabric brinqued klau pres derret antig inimizad,Cluster 5,"Em um vilarejo gelado marcado por uma geração de ódio entre famílias, o carteiro mimado Jesper é enviado como punição à remota Smeerensburg e, ao formar improvável amizade com o recluso fabricante de brinquedos Klaus e com a professora altruísta Alva, descobre que pequenos gestos de bondade podem transformar corações: os presentes de Klaus começam a derreter antigas rivalidades, reacendendo esperança e dando origem à lenda de um homem generoso. Dirigido por Sergio Pablos e celebrado por sua animação tradicional e visual elegante, Klaus é uma fábula sobre redenção, comunidade e o verdadeiro espírito do Natal.",vilarej gel marc geraca odi famil cart mim jesp envi punica remot smeerensburg form improva amizad reclus fabric brinqued klau profes altru alv descobr pequen gest bondad pod transform coraco pres klau comec derret antig rival reacend esperanc dand orig lend hom gener dirig sergi pabl celebr animaca tradic visual eleg klau fabul sobr redenca comunidad verd espirit natal
Disque M para Matar,1954,8.2,"Drama, Mistério, Suspense","Um ex-tenista decide matar a esposa para herdar o dinheiro dela e se vingar de um caso que ela havia tido. A fim de se livrar de culpas, usa um antigo colega de faculdade. Mas as coisas não vão correr como estava planeado.",exten decid mat esp herd dinh ving cas hav tid fim livr culp usa antig coleg faculdad cois nao vao corr plane,Cluster 2,"Tony Wendice, um ex-tenista elegante e calculista, trama o assassinato perfeito para herdar a fortuna da esposa, Margot Wendice, e vingar-se de um antigo caso dela; ele manipula um conhecido do passado para executar o crime, mas o plano se complica quando o romancista amigo do casal, Mark Halliday, e o perspicaz Inspetor Hubbard começam a desconfiar. Ambientado em Londres e dirigido por Alfred Hitchcock, o filme transforma uma farsa metódica em um jogo tenso de enganos, reviravoltas e suspense psicológico.",tony wend exten eleg calcul tram assassinat perfeit herd fortun esp margot wend vingars antig cas manipul conhec pass execut crim plan compl romanc amig casal mark halliday perspicaz inspe hubbard comec desconfi ambient londr dirig alfred hitchcock film transform fars metod jog tens engan reviravolt suspens psicolog
...E o Vento Levou,1939,8.2,"Drama, Guerra, Romance",Uma jovem sulista e manipuladora e um aventureiro oportunista se enfrentam em um romance turbulento enquanto a sociedade ao seu redor desmorona com o fim da escravidão e é reconstruída durante os períodos da Guerra Civil e da Reconstrução.,jov sulist manipul aventur oportun enfrent romanc turbulent enquant sociedad redor desm fim escravida reconstru dur period guerr civil reconstruca,Cluster 3,"Scarlett O'Hara, jovem sulista ambiciosa e manipuladora, e Rhett Butler, aventureiro cínico e irresistível, travam um romance turbulento enquanto testemunham o colapso da sociedade do Sul com a Guerra Civil e a abolição da escravatura; entre a grandiosidade da plantação Tara, o incêndio de Atlanta e perdas pessoais devastadoras, a história — adaptada do romance de Margaret Mitchell e dirigida por Victor Fleming, com Vivien Leigh e Clark Gable — explora temas de amor, orgulho, sobrevivência e reconstrução num épico cinematográfico vencedor de inúmeros prêmios.",scarlett oh jov sulist ambici manipul rhett butl aventur cinic irresisti tr romanc turbulent enquant testemunh colaps sociedad sul guerr civil abolica escravat grandios plantaca tar incendi atlant perd pessoal devast hist adapt romanc margaret mitchell dirig vic fleming vivien leigh clark gabl expl tem am orgulh sobrevivenc reconstruca epic cinematograf venc inumer premi
O Segredo dos Seus Olhos,2009,8.2,Drama,"Um assessor jurídico aposentado escreve um romance com a esperança de fechar um de seus antigos casos de homicídio, que permanece sem solução, e superar o amor não correspondido que sentia por seu chefe. Décadas depois, ambas as memórias continuam a persegui-lo.",assessor jurid aposent escrev romanc esperanc fech antig cas homicidi permanec soluca super am nao correspond sent chef dec ambas memor continu perseguil,Cluster 1,"Benjamín Espósito, um assessor jurídico aposentado, decide escrever um romance para exorcizar um homicídio não solucionado e o amor platônico que sempre sentiu por sua chefe, Irene Menéndez Hastings; ao revisitar o caso, o filme entrelaça investigação policial, memória e justiça num relato não linear que percorre décadas da Argentina. Dirigido por Juan José Campanella e baseado no romance de Eduardo Sacheri, O Segredo dos Seus Olhos destaca atuações de Ricardo Darín e Soledad Villamil, sua famosa cena de plano-sequência e venceu o Oscar de Melhor Filme Estrangeiro, unindo suspense e emoção numa busca obsessiva por respostas e redenção.",benjamin esposit assessor jurid aposent decid escrev romanc exorc homicidi nao solucion am platon sempr sent chef iren menend hasting revis cas film entrelac investigaca polic memor jus relat nao line percorr dec argentin dirig juan jos campanell base romanc eduard sacher segred olh destac atuaco ricard darin soledad villamil fam cen planosequenc venc osc melhor film estrang unind suspens emoca busc obsess respost redenca
Chinatown,1974,8.1,"Drama, Mistério, Suspense","Um detetive particular contratado para desmascarar um adúltero é pego em uma teia de fraude, corrupção e assassinato.",detetiv particul contrat desmascar adulter peg tei fraud corrupca assassinat,Cluster 2,"Um detetive particular de Los Angeles dos anos 1930, J.J. ""Jake"" Gittes (Jack Nicholson), é contratado para investigar uma suposta traição e acaba mergulhado em uma intrincada teia de fraude, corrupção política e assassinato ligada ao escândalo da água da cidade; dirigido por Roman Polanski e com roteiro vencedor do Oscar de Robert Towne, o filme revela segredos familiares perturbadores através da enigmática Evelyn Mulwray (Faye Dunaway) e do implacável magnata Noah Cross (John Huston), construindo um noir moderno de moral ambígua e desfecho trágico que marcou o cinema.",detetiv particul lo angel ano 1930 jj jak gitt jack nicholson contrat investig supost traica acab mergulh intrinc tei fraud corrupca poli assassinat lig escandal agu cidad dirig roman polansk rot venc osc robert town film revel segred famili perturb atrav enigma evelyn mulwray fay dunaway implaca magnat noah cros john huston constru noir modern moral ambigu desfech trag marc cinem
