title,year,rating,genre,synopsis,sinopse_limpa,Cluster
A General,1926,8.1,"Ação, Aventura, Comédia, Drama, Guerra","Uns espiões roubam a amada locomotiva de um engenheiro, ele a persegue sozinho através das linhas inimigas.",um espio roub am locomo engenh perseg so atrav linh inimig,Cluster 3
A Mulher Faz o Homem,1939,8.1,"Comédia, Drama","Um homem ingênuo é eleito para ocupar uma vaga no Senado dos Estados Unidos. Seus planos colidem rapidamente com a corrupção política, mas ele não desiste.",hom ingenu eleit ocup vag sen est unid plan colid rapid corrupca poli nao desist,Cluster 1
Logan,2017,8.1,"Ação, Drama, Ficção científica, Suspense","Em um futuro em que os mutantes estão quase extintos, um velho e cansado Logan leva uma vida tranquila. Mas quando Laura, uma garota mutante perseguida por cientistas, pede ajuda a ele, ele deve colocá-la em segurança.",futur mut esta quas extint velh cans logan lev vid tranquil laur garot mut persegu cient ped ajud dev colocal seguranc,Cluster 2
Sindicato de Ladrões,1954,8.1,"Drama, Suspense","Um ex-pugilista de Nova Jersey, agora um operário portuário, luta para enfrentar seus chefes sindicais corruptos, incluindo seu irmão mais velho, enquanto começa a se conectar com a irmã de uma das vítimas do sindicato.",expugil nov jersey agor operari portuari lut enfrent chef sindic corrupt inclu irma velh enquant comec conect irm vit sindicat,Cluster 2
"Rocky, um Lutador",1976,8.1,Drama,Um boxer pouco conhecido tem uma grande oportunidade de enfrentar o campeão dos pesos pesados em uma partida em que ele esperaele espera estar à altura da tarefa e divulgar seu nome.,box pouc conhec grand oportun enfrent campea pes pes part esperael esper altur taref divulg nom,Cluster 1
Morangos Silvestres,1957,8.1,"Drama, Romance","Depois de viver uma vida marcada pela frieza, um professor idoso é forçado a confrontar o vazio de sua existência.",viv vid marc fri profes idos forc confront vazi existenc,Cluster 1
Era uma Vez em Tóquio,1953,8.1,Drama,"Um casal de idosos viaja para Tóquio para visitar seus filhos, mas encontram indiferença, ingratidão e uma marcada diferença cultural. Quando os idosos voltam para casa, entramos em uma profunda reflexão sobre a mortalidade e a família.",casal idos viaj toqui visit filh encontr indiferenc ingratida marc diferenc cult idos volt cas entr profund reflexa sobr mortal famil,Cluster 1
O 3º Homem,1949,8.1,"Drama, Mistério, Suspense","O romancista Holly Martins viaja para sombria, Viena pós-guerra, apenas para ele mesmo investigar a misteriosa morte de um velho amigo, Harry Lime",romanc holly martim viaj sombr vien posguerr apen investig misteri mort velh amig harry lim,Cluster 2
Spotlight: Segredos Revelados,2015,8.1,"Biografia, Drama",A verdadeira historia de como o jornal Boston Globe revelou o escândalo de abuso sexual infantil dentro da igreja católica da cidade e que agitou a toda igreja católica no mundo.,verd hist jorn boston glob revel escandal abus sex infantil dentr igrej catol cidad agit tod igrej catol mund,Cluster 4
O Mistério da Lixeira,2024,8.4,"Ação, Drama, Suspense","Um barbeiro busca vingança depois que sua casa é assaltada, dizendo enigmaticamente à polícia que sua ""lakshmi"" foi levada, deixando-os incertos se é uma pessoa ou um objeto. Sua busca para recuperar a elusiva ""lakshmi"" se desenrola.",barb busc vinganc cas assalt diz enigmatic polic lakshm lev deixando incert pesso objet busc recuper elus lakshm desenrol,Cluster 2
Piratas do Caribe: A Maldição do Pérola Negra,2003,8.1,"Ação, Aventura, Fantasia","O ferreiro Will Turner se une ao excêntrico pirata ""Capitão"" Jack Sparrow para salvar Elizabeth Swann, a filha do governador e seu amor, dos ex-aliados piratas de Jack, que agora são mortos-vivos.",ferr will turn une excentr pirat capita jack sparrow salv elizabeth swann filh govern am exali pirat jack agor sao mortosv,Cluster 0
O Exterminador do Futuro,1984,8.1,"Ação, Aventura, Ficção científica","Um assassino ciborgue do futuro tenta encontrar e matar Sarah Connor, uma garçonete que está destinada a ser a mãe de um homem que salvará a humanidade da extinção.",assassin ciborg futur tent encontr mat sarah conn garconet destin mae hom salv human extinca,Cluster 0
O Grande Lebowski,1998,8.1,Comédia,"Jeff The Dude Lebowski, foi confundido por um millonário do mesmo nome e procurará restituçao com a ajuda do seus amigos.",jeff the dud lebowsk confund millonari nom procur restituca ajud amig,Cluster 1
O Ódio,1995,8.1,Drama,24 horas na vida de três jovens nos subúrbios franceses no dia seguinte a uma rebelião violenta.,24 hor vid tre jov suburbi frances dia seguint rebelia violent,Cluster 1
Jai Bhim,2021,8.6,Drama,"Quando um homem tribal é preso por um caso de suposto roubo, sua esposa recorre a um advogado de direitos humanos para ajudá-lo a fazer justiça.",hom trib pres cas supost roub esp recorr advog direit human ajudal faz jus,Cluster 1
O Sétimo Selo,1957,8.1,"Drama, Fantasia","Um homem procura respostas sobre a vida, a morte e a existência de Deus enquanto joga xadrez contra a morte durante a Morte Negra.",hom proc respost sobr vid mort existenc deu enquant jog xadr contr mort dur mort negr,Cluster 1
O Quarto de Jack,2015,8.1,"Drama, Suspense","Um menino é mantido preso em um quarto com sua mãe desde seu nascimento, por isso sua visão do mundo é muito reduzida.",menin mant pres quart mae desd nasc visa mund reduz,Cluster 2
Hotel Ruanda,2004,8.1,"Biografia, Drama, Guerra, História",Paul Rusesabagina era o gerente de um hotel que abrigava mais de mil refugiados tutsis durante sua luta contra a milícia hutu em Ruanda.,paul rusesabagin gerent hotel abrig mil refugi tutsil dur lut contr milic hutu ruand,Cluster 3
Platoon,1986,8.1,"Drama, Guerra","Um jovem recruta no Vietnã, se vê preso em uma batalha de vontades entre dois sargentos, um bom e outro mau. Um exame perspicaz da brutalidade da guerra e da dualidade do homem em conflito.",jov recrut vietn ve pres batalh vontad doi sargent bom outr mau exam perspicaz brutal guerr dual hom conflit,Cluster 3
Os Melhores Anos de Nossas Vidas,1946,8.1,"Drama, Guerra, Romance",Três veteranos da Segunda Guerra Mundial voltam para casa na cidade pequena da América para descobrir que eles e suas famílias foram mudados irreparavelmente.,tre veter segund guerr mund volt cas cidad pequen amer descobr famil mud irrepara,Cluster 3
Antes do Pôr do Sol,2004,8.1,"Drama, Romance","Nove anos depois de se conhecer, o Jesse e a Celine se encontram novamente na França.",nov ano conhec jess celin encontr nov franc,Cluster 1
A Noviça Rebelde,1965,8.1,"Biografia, Drama, Família, Musical, Romance",Uma mulher deixa um convento austríaco para se tornar a instrutora dos filhos de um oficial da marinha viúvo.,mulh deix convent austriac torn instru filh ofic mar viuv,Cluster 4
O Exorcista,1973,8.1,,"Quando uma adolescente é possuída por uma entidade misteriosa, sua mãe busca a ajuda de dois padres católicos para salvar sua vida.",adolesc possu entidad misteri mae busc ajud doi padr catol salv vid,Cluster 1
Os Incríveis,2004,8.0,"Ação, Animação, Aventura, Família",Uma familia de heróis encobertos tentando viver uma vida tranquila se vem obrigados a salvar o mundo.,famil heroil encobert tent viv vid tranquil vem obrig salv mund,Cluster 5
Sempre ao Seu Lado,2009,8.1,"Biografia, Drama, Família",Um professor universitário se liga a um cachorro abandonado que ele leva para casa.,profes universitari lig cachorr abandon lev cas,Cluster 4
Rush: No Limite da Emoção,2013,8.1,"Biografia, Drama",A história da rivalidade impiedosa nos anos 70 entre os rivais de Fórmula 1 James Hunt e Niki Lauda.,hist rival impied ano 70 rival formul 1 jam hunt nik laud,Cluster 4
O Mágico de Oz,1939,8.1,"Aventura, Família, Fantasia, Musical",A Dorothy Gale é levada por um tornado até a mágica cidade de Oz e vá numa viagem com novos amigos que la ajudar a voltar para casa.,dorothy gal lev torn ate magic cidad oz va viag nov amig la ajud volt cas,Cluster 5
A Voz do Silêncio,2016,8.1,"Animação, Drama","Um jovem é excluído por seus colegas depois de intimidar uma menina surda ao ponto de mudar de escola. Anos depois, ele parte para o caminho da redenção.",jov exclu coleg intimid menin surd pont mud escol ano part caminh redenca,Cluster 1
O Martírio de Joana D'Arc,1928,8.1,"Biografia, Drama, História","Em 1431, Joana D'Arc é julgada sob acusações de heresia. Os advogados da Igreja tentam forçar Jeanne a retractar suas reivindicações de visões sagradas.",1431 joan darc julg sob acusaco heres advog igrej tent forc jeann retract reivindicaco viso sagr,Cluster 4
Conta Comigo,1986,8.1,"Aventura, Comédia, Drama","Depois da morte de um de seus velhos amigos, um escritor relembra sua viagem com os amigos de infância para encontrar o corpo de um menino desaparecido.",mort velh amig escri relembr viag amig infanc encontr corp menin desaparec,Cluster 1
O Gigante de Ferro,1999,8.1,"Ação, Animação, Aventura","Um jovem faz amizade com um robô gigante do espaço, um paranóico agente do governo quer que seja destruído.",jov faz amizad rob gigant espac parano agent govern qu destru,Cluster 0
Meu Pai e Meu Filho,2005,8.2,"Drama, Família",A família de um jornalista de esquerda é separada após o golpe militar na Turquia em 1980.,famil jornal esquerd separ apo golp milit turqu 1980,Cluster 1
A Criada,2016,8.1,"Drama, Romance, Suspense","Uma mulher é contratada como criada de uma herdeira japonesa, mas secretamente esta envolvida em um plano para defraudá-la.",mulh contrat cri herd japon secret envolv plan defraudal,Cluster 2
Rede de Intrigas,1976,8.1,Drama,Uma rede de televisão explora os delírios e revelações de um homem perturbado.,red televisa expl deliri revelaco hom perturb,Cluster 1
A Batalha de Argel,1966,8.1,"Drama, Guerra","Nos anos 1950, o medo e a violência aumentam à medida que o povo da Argélia luta pela independência do governo francês.",ano 1950 med violenc aument med pov argel lut independenc govern franc,Cluster 3
As Vinhas da Ira,1940,8.1,Drama,"Uma família pobre no Centro-Oeste é forçada a abandonar suas terras. Eles viajam para a Califórnia, sofrendo os infortúnios dos sem-teto na Grande Depressão.",famil pobr centroo forc abandon terr viaj californ sofr infortuni semtet grand depressa,Cluster 1
Ser ou Não Ser,1942,8.1,"Comédia, Guerra, Romance","Durante a ocupação nazista da Polônia, uma trupe de atuação se envolve nos esforços de um soldado polonês para rastrear um espião alemão.",dur ocupaca nazist polon trup atuaca envolv esforc sold polon rastr espia alema,Cluster 3
Gangues de Wasseypur,2012,8.2,"Ação, Comédia, Drama, Suspense",Um confronto entre Sultão e Shahid Khan leva à expulsão de Khan de Wasseypur e acende uma rivalidade mortal que se estende por três gerações.,confront sulta shahid khan lev expulsa khan wasseypur acend rival mort estend tre geraco,Cluster 2
Na Natureza Selvagem,2007,8.0,"Aventura, Biografia, Drama","Depois de terminar a universidade, Christopher McCandless deixa pra trás suas posses e vai para o Alasca viver na natureza.",termin univers christoph mccandles deix pra tra poss vai alasc viv natur,Cluster 4
Demon Slayer: Mugen Train - O Filme,2020,8.2,"Ação, Animação","Tanjiro, Inosuke e Zenitsu são enviados pelo comando do Esquadrão de Exterminadores para uma missão no Trem Infinito, onde devem se encontrar com o Pilar das Chamas, Rengoku, e impedir um oni que está fazendo inúmeras vítimas.",tanjir inosuk zenitsu sao envi com esquadra extermin missa tr infinit ond dev encontr pil cham rengoku imped oni faz inum vit,Cluster 0
Histórias Cruzadas,2011,8.1,Drama,Uma aspirante a escritora durante o movimento dos direitos civis nos anos 60 nos Estados Unidos decide escrever um livro sobre as experiências das criadas negras que trabalhavam para as famílias brancas.,aspir escri dur mov direit civil ano 60 est unid decid escrev livr sobr experienc cri negr trabalh famil branc,Cluster 1
Troca Surpresa,2023,8.3,"Comédia, Drama","Trocadas por acidente enquanto viajavam até a casa dos novos maridos, duas mulheres recém-casadas vivem histórias inesquecíveis.",troc acid enquant viaj ate cas nov marid dua mulh recemcas viv hist inesqueci,Cluster 1
Feitiço do Tempo,1993,8.0,"Comédia, Drama, Fantasia, Romance",Um homem vive o mesmo dia uma e outra vez.,hom viv dia outr vez,Cluster 1
